"Gene_ID","GSM7012039","GSM7012040"
"ENSMUSG00000024691",68,59
"ENSMUSG00000024694",0,0
"ENSMUSG00000024695",1001,1080
"ENSMUSG00000024696",6,9
"ENSMUSG00000024697",5,3
"ENSMUSG00000024712",542,538
"ENSMUSG00000024713",196,222
"ENSMUSG00000024725",69,62
"ENSMUSG00000024726",132,115
"ENSMUSG00000024727",13,13
"ENSMUSG00000024728",0,0
"ENSMUSG00000024729",0,0
"ENSMUSG00000024730",0,0
"ENSMUSG00000024731",0,0
"ENSMUSG00000024732",151,168
"ENSMUSG00000024734",5,17
"ENSMUSG00000024735",1190,1181
"ENSMUSG00000024736",1195,1177
"ENSMUSG00000024737",12,9
"ENSMUSG00000024738",0,0
"ENSMUSG00000024740",3379,3481
"ENSMUSG00000024742",104,89
"ENSMUSG00000024743",1202,1212
"ENSMUSG00000024747",0,0
"ENSMUSG00000024749",16,19
"ENSMUSG00000024750",1327,1561
"ENSMUSG00000024754",829,848
"ENSMUSG00000024757",0,0
"ENSMUSG00000024758",9449,9376
"ENSMUSG00000024759",752,724
"ENSMUSG00000024761",3,7
"ENSMUSG00000024764",755,677
"ENSMUSG00000024766",16,27
"ENSMUSG00000024767",1191,1173
"ENSMUSG00000024768",2,0
"ENSMUSG00000024769",95,98
"ENSMUSG00000024770",0,0
"ENSMUSG00000024771",0,0
"ENSMUSG00000024772",552,629
"ENSMUSG00000024773",699,711
"ENSMUSG00000024774",0,0
"ENSMUSG00000024776",244,244
"ENSMUSG00000024777",1095,1111
"ENSMUSG00000024778",73,76
"ENSMUSG00000024780",1658,1921
"ENSMUSG00000024781",147,144
"ENSMUSG00000024782",1150,1273
"ENSMUSG00000024784",1,0
"ENSMUSG00000024785",117,150
"ENSMUSG00000024786",1,0
"ENSMUSG00000024787",159,161
"ENSMUSG00000024789",1020,1096
"ENSMUSG00000024790",34,47
"ENSMUSG00000024791",37,33
"ENSMUSG00000024792",173,174
"ENSMUSG00000024793",12,11
"ENSMUSG00000024795",76,71
"ENSMUSG00000024797",226,217
"ENSMUSG00000024798",33,21
"ENSMUSG00000024799",151,170
"ENSMUSG00000024800",187,163
"ENSMUSG00000024803",0,0
"ENSMUSG00000024805",179,152
"ENSMUSG00000024806",1,0
"ENSMUSG00000024807",556,605
"ENSMUSG00000024810",8,13
"ENSMUSG00000024811",3324,3245
"ENSMUSG00000024812",1135,1129
"ENSMUSG00000024815",0,0
"ENSMUSG00000024816",323,343
"ENSMUSG00000024817",731,718
"ENSMUSG00000024818",37,36
"ENSMUSG00000024824",93,107
"ENSMUSG00000024826",883,889
"ENSMUSG00000024827",1217,1288
"ENSMUSG00000024829",132,129
"ENSMUSG00000024830",355,370
"ENSMUSG00000024831",180,176
"ENSMUSG00000024833",253,173
"ENSMUSG00000024835",521,606
"ENSMUSG00000024837",0,0
"ENSMUSG00000024841",201,187
"ENSMUSG00000024842",0,0
"ENSMUSG00000024843",1055,1033
"ENSMUSG00000024844",452,475
"ENSMUSG00000024845",242,289
"ENSMUSG00000024846",5,6
"ENSMUSG00000024847",308,334
"ENSMUSG00000024851",1000,984
"ENSMUSG00000024853",2463,2643
"ENSMUSG00000024854",7,8
"ENSMUSG00000024855",1263,1338
"ENSMUSG00000024856",182,184
"ENSMUSG00000024857",0,0
"ENSMUSG00000024858",1071,1163
"ENSMUSG00000024862",471,466
"ENSMUSG00000024863",0,0
"ENSMUSG00000024866",18,24
"ENSMUSG00000024867",107,75
"ENSMUSG00000024868",1,5
"ENSMUSG00000024869",16,10
"ENSMUSG00000024870",825,792
"ENSMUSG00000024871",29,27
"ENSMUSG00000024873",790,716
"ENSMUSG00000024875",177,199
"ENSMUSG00000024878",121,143
"ENSMUSG00000024883",117,76
"ENSMUSG00000024885",81,68
"ENSMUSG00000024887",99,86
"ENSMUSG00000024889",81,66
"ENSMUSG00000024891",155,201
"ENSMUSG00000024892",470,490
"ENSMUSG00000024896",240,247
"ENSMUSG00000024897",2456,2599
"ENSMUSG00000024899",272,263
"ENSMUSG00000024900",1408,1404
"ENSMUSG00000024901",159,155
"ENSMUSG00000024902",235,221
"ENSMUSG00000024903",5,4
"ENSMUSG00000024905",7,24
"ENSMUSG00000024906",219,221
"ENSMUSG00000024907",0,0
"ENSMUSG00000024908",2211,2398
"ENSMUSG00000024909",298,312
"ENSMUSG00000024910",1,3
"ENSMUSG00000024911",296,328
"ENSMUSG00000024912",3,2
"ENSMUSG00000024913",348,380
"ENSMUSG00000024914",554,507
"ENSMUSG00000024921",2615,2816
"ENSMUSG00000024922",1,0
"ENSMUSG00000024924",1348,1429
"ENSMUSG00000024925",48,68
"ENSMUSG00000024926",553,536
"ENSMUSG00000024927",380,365
"ENSMUSG00000024935",995,1109
"ENSMUSG00000024936",7,4
"ENSMUSG00000024937",209,183
"ENSMUSG00000024939",0,0
"ENSMUSG00000024940",615,562
"ENSMUSG00000024941",675,644
"ENSMUSG00000024942",87,92
"ENSMUSG00000024943",605,670
"ENSMUSG00000024944",244,277
"ENSMUSG00000024947",638,674
"ENSMUSG00000024948",443,426
"ENSMUSG00000024949",2066,2244
"ENSMUSG00000024952",104,89
"ENSMUSG00000024953",468,630
"ENSMUSG00000024955",219,197
"ENSMUSG00000024957",12,12
"ENSMUSG00000024958",253,295
"ENSMUSG00000024959",175,182
"ENSMUSG00000024960",305,313
"ENSMUSG00000024962",237,279
"ENSMUSG00000024963",97,109
"ENSMUSG00000024965",21,23
"ENSMUSG00000024966",1593,1814
"ENSMUSG00000024968",182,154
"ENSMUSG00000024969",1235,1182
"ENSMUSG00000024970",327,314
"ENSMUSG00000024972",4,5
"ENSMUSG00000024973",0,2
"ENSMUSG00000024974",651,656
"ENSMUSG00000024975",883,980
"ENSMUSG00000024976",1057,1138
"ENSMUSG00000024978",2321,2433
"ENSMUSG00000024979",1,0
"ENSMUSG00000024981",88,86
"ENSMUSG00000024982",505,512
"ENSMUSG00000024983",619,660
"ENSMUSG00000024985",602,629
"ENSMUSG00000024986",0,1
"ENSMUSG00000024987",2,2
"ENSMUSG00000024989",58,46
"ENSMUSG00000024990",7,2
"ENSMUSG00000024991",2194,2305
"ENSMUSG00000024992",0,1
"ENSMUSG00000024993",316,327
"ENSMUSG00000024997",352,386
"ENSMUSG00000024998",1660,1723
"ENSMUSG00000024999",307,345
"ENSMUSG00000025001",79,114
"ENSMUSG00000025002",0,0
"ENSMUSG00000025003",0,0
"ENSMUSG00000025004",0,0
"ENSMUSG00000025006",3913,3963
"ENSMUSG00000025007",935,1029
"ENSMUSG00000025008",268,296
"ENSMUSG00000025010",143,158
"ENSMUSG00000025013",3,3
"ENSMUSG00000025014",0,0
"ENSMUSG00000025016",1204,1327
"ENSMUSG00000025017",46,23
"ENSMUSG00000025019",952,1115
"ENSMUSG00000025020",1449,1406
"ENSMUSG00000025024",302,280
"ENSMUSG00000025025",790,918
"ENSMUSG00000025026",3133,3172
"ENSMUSG00000025027",614,616
"ENSMUSG00000025034",779,904
"ENSMUSG00000025035",409,466
"ENSMUSG00000025036",141,146
"ENSMUSG00000025037",456,449
"ENSMUSG00000025038",30,24
"ENSMUSG00000025040",249,238
"ENSMUSG00000025041",950,971
"ENSMUSG00000025043",0,0
"ENSMUSG00000025044",7,14
"ENSMUSG00000025047",547,605
"ENSMUSG00000025049",94,112
"ENSMUSG00000025050",284,250
"ENSMUSG00000025051",0,0
"ENSMUSG00000025056",0,0
"ENSMUSG00000025058",0,1
"ENSMUSG00000025059",237,192
"ENSMUSG00000025060",782,816
"ENSMUSG00000025064",5,4
"ENSMUSG00000025066",819,846
"ENSMUSG00000025068",324,317
"ENSMUSG00000025069",10,24
"ENSMUSG00000025075",0,0
"ENSMUSG00000025076",205,223
"ENSMUSG00000025077",238,214
"ENSMUSG00000025078",581,512
"ENSMUSG00000025081",14,19
"ENSMUSG00000025082",0,1
"ENSMUSG00000025083",599,621
"ENSMUSG00000025085",2906,3063
"ENSMUSG00000025086",374,341
"ENSMUSG00000025089",526,667
"ENSMUSG00000025090",0,0
"ENSMUSG00000025091",2,2
"ENSMUSG00000025092",1183,1210
"ENSMUSG00000025094",3,2
"ENSMUSG00000025102",62,75
"ENSMUSG00000025103",1744,1691
"ENSMUSG00000025104",1888,2063
"ENSMUSG00000025105",0,0
"ENSMUSG00000025127",0,0
"ENSMUSG00000025128",377,374
"ENSMUSG00000025129",0,0
"ENSMUSG00000025130",1257,1284
"ENSMUSG00000025132",2014,2061
"ENSMUSG00000025133",692,722
"ENSMUSG00000025134",341,385
"ENSMUSG00000025135",455,478
"ENSMUSG00000025137",506,504
"ENSMUSG00000025138",288,229
"ENSMUSG00000025139",1375,1316
"ENSMUSG00000025140",53,58
"ENSMUSG00000025141",7,4
"ENSMUSG00000025142",412,418
"ENSMUSG00000025144",162,199
"ENSMUSG00000025145",388,398
"ENSMUSG00000025147",243,213
"ENSMUSG00000025150",2,0
"ENSMUSG00000025151",6987,7088
"ENSMUSG00000025153",5011,5046
"ENSMUSG00000025154",132,106
"ENSMUSG00000025155",261,228
"ENSMUSG00000025156",478,470
"ENSMUSG00000025157",304,311
"ENSMUSG00000025158",462,499
"ENSMUSG00000025159",806,789
"ENSMUSG00000025161",5,0
"ENSMUSG00000025162",1862,1918
"ENSMUSG00000025163",1,5
"ENSMUSG00000025165",0,0
"ENSMUSG00000025169",52,78
"ENSMUSG00000025170",86,86
"ENSMUSG00000025171",67,81
"ENSMUSG00000025172",0,1
"ENSMUSG00000025173",702,687
"ENSMUSG00000025175",65,53
"ENSMUSG00000025176",20,18
"ENSMUSG00000025178",476,505
"ENSMUSG00000025184",253,254
"ENSMUSG00000025185",5,9
"ENSMUSG00000025188",154,144
"ENSMUSG00000025189",297,339
"ENSMUSG00000025190",597,667
"ENSMUSG00000025192",367,405
"ENSMUSG00000025193",13,24
"ENSMUSG00000025194",2,1
"ENSMUSG00000025195",463,392
"ENSMUSG00000025196",22,12
"ENSMUSG00000025197",3,4
"ENSMUSG00000025198",242,260
"ENSMUSG00000025199",694,652
"ENSMUSG00000025200",223,303
"ENSMUSG00000025201",3,1
"ENSMUSG00000025202",0,2
"ENSMUSG00000025203",21619,22026
"ENSMUSG00000025204",119,137
"ENSMUSG00000025207",1372,1424
"ENSMUSG00000025208",198,172
"ENSMUSG00000025209",179,202
"ENSMUSG00000025212",870,908
"ENSMUSG00000025213",16,21
"ENSMUSG00000025215",0,0
"ENSMUSG00000025216",0,0
"ENSMUSG00000025217",1500,1611
"ENSMUSG00000025218",76,102
"ENSMUSG00000025219",0,0
"ENSMUSG00000025220",3614,3685
"ENSMUSG00000025221",254,267
"ENSMUSG00000025223",1443,1485
"ENSMUSG00000025224",2407,2431
"ENSMUSG00000025225",81,94
"ENSMUSG00000025226",63,60
"ENSMUSG00000025227",216,184
"ENSMUSG00000025228",2529,2711
"ENSMUSG00000025229",0,0
"ENSMUSG00000025231",399,456
"ENSMUSG00000025232",628,642
"ENSMUSG00000025234",1395,1469
"ENSMUSG00000025235",436,450
"ENSMUSG00000025236",252,259
"ENSMUSG00000025237",1859,1881
"ENSMUSG00000025239",336,317
"ENSMUSG00000025240",595,623
"ENSMUSG00000025241",793,955
"ENSMUSG00000025243",1,1
"ENSMUSG00000025245",440,443
"ENSMUSG00000025246",2100,2188
"ENSMUSG00000025255",344,388
"ENSMUSG00000025257",14,28
"ENSMUSG00000025260",352,368
"ENSMUSG00000025261",10864,11358
"ENSMUSG00000025262",1402,1317
"ENSMUSG00000025264",446,508
"ENSMUSG00000025265",717,788
"ENSMUSG00000025266",2688,2667
"ENSMUSG00000025268",843,887
"ENSMUSG00000025269",383,415
"ENSMUSG00000025270",0,0
"ENSMUSG00000025271",23,27
"ENSMUSG00000025272",1843,1969
"ENSMUSG00000025277",296,300
"ENSMUSG00000025278",2272,2354
"ENSMUSG00000025279",0,0
"ENSMUSG00000025280",630,606
"ENSMUSG00000025283",205,182
"ENSMUSG00000025287",126,99
"ENSMUSG00000025288",0,0
"ENSMUSG00000025289",96,129
"ENSMUSG00000025290",2450,2787
"ENSMUSG00000025314",1514,1621
"ENSMUSG00000025316",325,351
"ENSMUSG00000025317",0,0
"ENSMUSG00000025318",694,718
"ENSMUSG00000025321",1191,1270
"ENSMUSG00000025323",606,745
"ENSMUSG00000025324",108,97
"ENSMUSG00000025326",1067,1066
"ENSMUSG00000025328",0,0
"ENSMUSG00000025329",4,0
"ENSMUSG00000025330",3,1
"ENSMUSG00000025332",1841,1947
"ENSMUSG00000025333",0,2
"ENSMUSG00000025337",363,358
"ENSMUSG00000025340",344,354
"ENSMUSG00000025347",0,0
"ENSMUSG00000025348",108,156
"ENSMUSG00000025350",61,86
"ENSMUSG00000025351",1226,1275
"ENSMUSG00000025352",564,640
"ENSMUSG00000025353",78,61
"ENSMUSG00000025354",531,588
"ENSMUSG00000025355",82,73
"ENSMUSG00000025357",110,112
"ENSMUSG00000025358",132,120
"ENSMUSG00000025359",13,5
"ENSMUSG00000025362",3560,4111
"ENSMUSG00000025364",742,737
"ENSMUSG00000025366",62,65
"ENSMUSG00000025369",3489,3847
"ENSMUSG00000025370",70,72
"ENSMUSG00000025371",89,107
"ENSMUSG00000025372",1120,1042
"ENSMUSG00000025373",855,876
"ENSMUSG00000025374",558,619
"ENSMUSG00000025375",1302,1329
"ENSMUSG00000025377",168,192
"ENSMUSG00000025380",8,7
"ENSMUSG00000025381",446,412
"ENSMUSG00000025383",1,1
"ENSMUSG00000025384",423,412
"ENSMUSG00000025386",1,2
"ENSMUSG00000025389",0,0
"ENSMUSG00000025393",7540,7638
"ENSMUSG00000025395",132,144
"ENSMUSG00000025396",0,1
"ENSMUSG00000025400",20,20
"ENSMUSG00000025401",20,13
"ENSMUSG00000025402",204,151
"ENSMUSG00000025403",414,401
"ENSMUSG00000025404",2078,2032
"ENSMUSG00000025405",0,0
"ENSMUSG00000025407",2,1
"ENSMUSG00000025408",73,65
"ENSMUSG00000025409",399,420
"ENSMUSG00000025410",1763,1677
"ENSMUSG00000025413",612,751
"ENSMUSG00000025417",452,456
"ENSMUSG00000025418",0,0
"ENSMUSG00000025420",239,211
"ENSMUSG00000025421",213,185
"ENSMUSG00000025422",3531,3529
"ENSMUSG00000025423",935,947
"ENSMUSG00000025425",172,163
"ENSMUSG00000025427",1154,1182
"ENSMUSG00000025428",4937,5027
"ENSMUSG00000025429",20,26
"ENSMUSG00000025431",1,2
"ENSMUSG00000025432",45,46
"ENSMUSG00000025433",0,0
"ENSMUSG00000025436",61,60
"ENSMUSG00000025437",1510,1637
"ENSMUSG00000025439",422,488
"ENSMUSG00000025450",0,0
"ENSMUSG00000025451",565,569
"ENSMUSG00000025453",55,52
"ENSMUSG00000025461",0,2
"ENSMUSG00000025464",109,101
"ENSMUSG00000025465",427,445
"ENSMUSG00000025466",75,88
"ENSMUSG00000025467",0,0
"ENSMUSG00000025468",603,567
"ENSMUSG00000025469",3,2
"ENSMUSG00000025470",155,171
"ENSMUSG00000025473",107,100
"ENSMUSG00000025474",807,918
"ENSMUSG00000025475",438,445
"ENSMUSG00000025477",548,523
"ENSMUSG00000025478",1025,1061
"ENSMUSG00000025479",0,0
"ENSMUSG00000025480",0,0
"ENSMUSG00000025481",0,1
"ENSMUSG00000025482",4,0
"ENSMUSG00000025484",108,94
"ENSMUSG00000025485",450,500
"ENSMUSG00000025486",220,234
"ENSMUSG00000025487",715,732
"ENSMUSG00000025488",8,7
"ENSMUSG00000025489",0,0
"ENSMUSG00000025491",4,1
"ENSMUSG00000025492",302,322
"ENSMUSG00000025494",0,0
"ENSMUSG00000025495",539,499
"ENSMUSG00000025496",0,1
"ENSMUSG00000025497",0,0
"ENSMUSG00000025498",29,20
"ENSMUSG00000025499",374,377
"ENSMUSG00000025500",0,3
"ENSMUSG00000025503",408,461
"ENSMUSG00000025504",2,2
"ENSMUSG00000025505",169,172
"ENSMUSG00000025507",154,118
"ENSMUSG00000025508",411,421
"ENSMUSG00000025509",275,245
"ENSMUSG00000025510",609,592
"ENSMUSG00000025511",80,78
"ENSMUSG00000025512",661,623
"ENSMUSG00000025515",11,15
"ENSMUSG00000025519",5,1
"ENSMUSG00000025521",89,120
"ENSMUSG00000025525",45,36
"ENSMUSG00000025527",0,0
"ENSMUSG00000025528",2,0
"ENSMUSG00000025529",127,137
"ENSMUSG00000025531",323,379
"ENSMUSG00000025532",235,281
"ENSMUSG00000025533",85,79
"ENSMUSG00000025534",144,103
"ENSMUSG00000025537",306,349
"ENSMUSG00000025538",199,191
"ENSMUSG00000025544",832,862
"ENSMUSG00000025545",201,175
"ENSMUSG00000025551",291,286
"ENSMUSG00000025555",3660,4159
"ENSMUSG00000025557",9,4
"ENSMUSG00000025558",2317,2463
"ENSMUSG00000025571",2278,2456
"ENSMUSG00000025572",68,57
"ENSMUSG00000025573",0,0
"ENSMUSG00000025574",61,51
"ENSMUSG00000025575",568,523
"ENSMUSG00000025576",1169,1140
"ENSMUSG00000025577",98,96
"ENSMUSG00000025578",211,191
"ENSMUSG00000025579",1448,1472
"ENSMUSG00000025580",561,528
"ENSMUSG00000025582",225,331
"ENSMUSG00000025583",1368,1386
"ENSMUSG00000025584",29,28
"ENSMUSG00000025586",360,291
"ENSMUSG00000025588",5,6
"ENSMUSG00000025591",166,245
"ENSMUSG00000025592",52,69
"ENSMUSG00000025597",3,16
"ENSMUSG00000025602",139,158
"ENSMUSG00000025607",557,515
"ENSMUSG00000025608",218,177
"ENSMUSG00000025609",1728,1803
"ENSMUSG00000025610",18,20
"ENSMUSG00000025612",523,508
"ENSMUSG00000025613",1340,1370
"ENSMUSG00000025616",441,441
"ENSMUSG00000025626",558,552
"ENSMUSG00000025630",313,308
"ENSMUSG00000025644",12,12
"ENSMUSG00000025645",22,40
"ENSMUSG00000025646",297,273
"ENSMUSG00000025647",489,518
"ENSMUSG00000025648",188,189
"ENSMUSG00000025650",43,45
"ENSMUSG00000025651",1687,1712
"ENSMUSG00000025652",3,2
"ENSMUSG00000025656",2176,2444
"ENSMUSG00000025658",858,931
"ENSMUSG00000025665",100,107
"ENSMUSG00000025666",702,796
"ENSMUSG00000025701",4,1
"ENSMUSG00000025702",1255,1394
"ENSMUSG00000025716",2,5
"ENSMUSG00000025722",241,219
"ENSMUSG00000025723",44,37
"ENSMUSG00000025724",335,335
"ENSMUSG00000025726",2,0
"ENSMUSG00000025727",0,1
"ENSMUSG00000025728",1117,1061
"ENSMUSG00000025730",278,299
"ENSMUSG00000025731",96,86
"ENSMUSG00000025732",62,39
"ENSMUSG00000025733",200,194
"ENSMUSG00000025735",2,0
"ENSMUSG00000025736",421,461
"ENSMUSG00000025737",299,308
"ENSMUSG00000025738",1639,1762
"ENSMUSG00000025739",11,13
"ENSMUSG00000025742",374,369
"ENSMUSG00000025743",3832,4078
"ENSMUSG00000025745",1490,1632
"ENSMUSG00000025746",1,0
"ENSMUSG00000025747",152,195
"ENSMUSG00000025754",3,5
"ENSMUSG00000025757",1130,1156
"ENSMUSG00000025758",133,170
"ENSMUSG00000025759",295,287
"ENSMUSG00000025762",83,115
"ENSMUSG00000025764",292,325
"ENSMUSG00000025766",98,111
"ENSMUSG00000025774",0,0
"ENSMUSG00000025776",2,1
"ENSMUSG00000025777",1100,1235
"ENSMUSG00000025779",5,6
"ENSMUSG00000025780",902,1009
"ENSMUSG00000025781",1526,1685
"ENSMUSG00000025782",234,233
"ENSMUSG00000025783",0,0
"ENSMUSG00000025784",46,24
"ENSMUSG00000025785",271,294
"ENSMUSG00000025786",1066,1096
"ENSMUSG00000025787",10,6
"ENSMUSG00000025789",1907,2192
"ENSMUSG00000025790",698,696
"ENSMUSG00000025791",609,544
"ENSMUSG00000025792",246,280
"ENSMUSG00000025793",1041,1115
"ENSMUSG00000025794",722,717
"ENSMUSG00000025795",96,106
"ENSMUSG00000025804",0,0
"ENSMUSG00000025808",0,0
"ENSMUSG00000025809",1476,1354
"ENSMUSG00000025810",423,464
"ENSMUSG00000025812",810,837
"ENSMUSG00000025813",1296,1463
"ENSMUSG00000025815",155,167
"ENSMUSG00000025816",931,965
"ENSMUSG00000025817",197,235
"ENSMUSG00000025821",567,558
"ENSMUSG00000025823",1290,1257
"ENSMUSG00000025825",228,248
"ENSMUSG00000025838",0,0
"ENSMUSG00000025839",0,0
"ENSMUSG00000025854",588,633
"ENSMUSG00000025855",2279,2358
"ENSMUSG00000025856",261,236
"ENSMUSG00000025857",282,202
"ENSMUSG00000025858",227,261
"ENSMUSG00000025860",903,1022
"ENSMUSG00000025862",510,604
"ENSMUSG00000025867",2683,2987
"ENSMUSG00000025868",506,488
"ENSMUSG00000025869",259,255
"ENSMUSG00000025870",154,159
"ENSMUSG00000025871",1635,1760
"ENSMUSG00000025872",261,257
"ENSMUSG00000025873",909,1001
"ENSMUSG00000025875",19,30
"ENSMUSG00000025876",279,303
"ENSMUSG00000025877",5,5
"ENSMUSG00000025878",276,281
"ENSMUSG00000025880",169,117
"ENSMUSG00000025885",458,473
"ENSMUSG00000025887",56,52
"ENSMUSG00000025888",24,20
"ENSMUSG00000025889",652,605
"ENSMUSG00000025892",739,817
"ENSMUSG00000025893",54,47
"ENSMUSG00000025894",230,246
"ENSMUSG00000025898",142,197
"ENSMUSG00000025899",642,670
"ENSMUSG00000025900",25,33
"ENSMUSG00000025902",0,0
"ENSMUSG00000025903",66,90
"ENSMUSG00000025905",3,5
"ENSMUSG00000025907",745,764
"ENSMUSG00000025909",165,195
"ENSMUSG00000025911",595,601
"ENSMUSG00000025912",181,190
"ENSMUSG00000025915",139,184
"ENSMUSG00000025916",9,22
"ENSMUSG00000025917",666,639
"ENSMUSG00000025920",1359,1367
"ENSMUSG00000025921",210,198
"ENSMUSG00000025922",0,0
"ENSMUSG00000025925",107,151
"ENSMUSG00000025927",0,0
"ENSMUSG00000025929",0,0
"ENSMUSG00000025930",4,6
"ENSMUSG00000025931",1317,1347
"ENSMUSG00000025932",263,250
"ENSMUSG00000025933",57,44
"ENSMUSG00000025934",12,18
"ENSMUSG00000025935",507,569
"ENSMUSG00000025936",0,0
"ENSMUSG00000025937",269,258
"ENSMUSG00000025938",690,696
"ENSMUSG00000025939",672,712
"ENSMUSG00000025940",183,188
"ENSMUSG00000025945",0,0
"ENSMUSG00000025946",4,2
"ENSMUSG00000025949",1235,1345
"ENSMUSG00000025950",1375,1271
"ENSMUSG00000025952",0,0
"ENSMUSG00000025955",0,0
"ENSMUSG00000025956",90,90
"ENSMUSG00000025958",813,881
"ENSMUSG00000025959",2217,2357
"ENSMUSG00000025961",1,2
"ENSMUSG00000025962",167,138
"ENSMUSG00000025963",47,52
"ENSMUSG00000025964",1704,1856
"ENSMUSG00000025967",429,448
"ENSMUSG00000025968",1019,990
"ENSMUSG00000025969",1679,1759
"ENSMUSG00000025971",188,137
"ENSMUSG00000025977",0,0
"ENSMUSG00000025978",582,643
"ENSMUSG00000025979",406,459
"ENSMUSG00000025980",1491,1542
"ENSMUSG00000025981",144,146
"ENSMUSG00000025982",3510,3650
"ENSMUSG00000025983",45,42
"ENSMUSG00000025986",901,911
"ENSMUSG00000025991",12,15
"ENSMUSG00000025993",10,13
"ENSMUSG00000025995",393,461
"ENSMUSG00000025997",237,241
"ENSMUSG00000026000",741,670
"ENSMUSG00000026003",563,593
"ENSMUSG00000026004",253,342
"ENSMUSG00000026005",212,203
"ENSMUSG00000026009",1,0
"ENSMUSG00000026011",1,0
"ENSMUSG00000026012",3,3
"ENSMUSG00000026014",1243,1432
"ENSMUSG00000026017",371,348
"ENSMUSG00000026018",276,307
"ENSMUSG00000026019",375,386
"ENSMUSG00000026020",706,809
"ENSMUSG00000026021",413,457
"ENSMUSG00000026023",1,1
"ENSMUSG00000026024",779,753
"ENSMUSG00000026027",434,473
"ENSMUSG00000026028",1564,1628
"ENSMUSG00000026029",16,29
"ENSMUSG00000026031",283,318
"ENSMUSG00000026032",223,200
"ENSMUSG00000026034",1276,1398
"ENSMUSG00000026035",233,223
"ENSMUSG00000026036",318,308
"ENSMUSG00000026037",299,291
"ENSMUSG00000026039",90,102
"ENSMUSG00000026042",220,192
"ENSMUSG00000026043",37,35
"ENSMUSG00000026047",134,138
"ENSMUSG00000026048",562,606
"ENSMUSG00000026049",13,18
"ENSMUSG00000026051",297,332
"ENSMUSG00000026058",120,127
"ENSMUSG00000026062",1,2
"ENSMUSG00000026063",0,0
"ENSMUSG00000026064",37,54
"ENSMUSG00000026065",4,1
"ENSMUSG00000026068",1,1
"ENSMUSG00000026069",1,1
"ENSMUSG00000026070",1,0
"ENSMUSG00000026072",196,250
"ENSMUSG00000026073",6,0
"ENSMUSG00000026074",5665,5740
"ENSMUSG00000026077",177,218
"ENSMUSG00000026078",184,217
"ENSMUSG00000026080",716,734
"ENSMUSG00000026082",583,641
"ENSMUSG00000026083",689,716
"ENSMUSG00000026085",0,0
"ENSMUSG00000026087",277,319
"ENSMUSG00000026088",78,88
"ENSMUSG00000026090",506,505
"ENSMUSG00000026094",33,35
"ENSMUSG00000026095",6,28
"ENSMUSG00000026096",118,110
"ENSMUSG00000026097",25,38
"ENSMUSG00000026098",84,71
"ENSMUSG00000026100",5,6
"ENSMUSG00000026102",240,251
"ENSMUSG00000026103",1743,1835
"ENSMUSG00000026104",142,138
"ENSMUSG00000026107",94,87
"ENSMUSG00000026109",549,463
"ENSMUSG00000026110",518,492
"ENSMUSG00000026111",161,179
"ENSMUSG00000026112",691,672
"ENSMUSG00000026113",2112,2006
"ENSMUSG00000026114",0,0
"ENSMUSG00000026116",2740,2988
"ENSMUSG00000026117",3,8
"ENSMUSG00000026121",207,254
"ENSMUSG00000026123",1837,1696
"ENSMUSG00000026124",0,0
"ENSMUSG00000026125",0,0
"ENSMUSG00000026126",8,1
"ENSMUSG00000026127",530,557
"ENSMUSG00000026131",10949,11239
"ENSMUSG00000026134",215,251
"ENSMUSG00000026135",843,839
"ENSMUSG00000026141",56,62
"ENSMUSG00000026142",191,185
"ENSMUSG00000026147",28,39
"ENSMUSG00000026149",1,0
"ENSMUSG00000026150",1520,1598
"ENSMUSG00000026153",620,629
"ENSMUSG00000026154",27,28
"ENSMUSG00000026155",1055,1161
"ENSMUSG00000026156",379,347
"ENSMUSG00000026158",488,572
"ENSMUSG00000026159",1394,1354
"ENSMUSG00000026162",17,25
"ENSMUSG00000026163",1453,1583
"ENSMUSG00000026166",0,0
"ENSMUSG00000026167",0,0
"ENSMUSG00000026170",0,1
"ENSMUSG00000026171",484,434
"ENSMUSG00000026172",233,245
"ENSMUSG00000026173",927,925
"ENSMUSG00000026174",544,614
"ENSMUSG00000026175",1,6
"ENSMUSG00000026176",559,636
"ENSMUSG00000026177",13,7
"ENSMUSG00000026179",771,737
"ENSMUSG00000026180",0,0
"ENSMUSG00000026181",541,534
"ENSMUSG00000026182",0,0
"ENSMUSG00000026185",20460,21542
"ENSMUSG00000026187",319,348
"ENSMUSG00000026188",250,263
"ENSMUSG00000026189",45,44
"ENSMUSG00000026192",377,383
"ENSMUSG00000026193",818,719
"ENSMUSG00000026196",117,124
"ENSMUSG00000026197",91,94
"ENSMUSG00000026198",17,31
"ENSMUSG00000026199",187,160
"ENSMUSG00000026200",363,336
"ENSMUSG00000026201",497,489
"ENSMUSG00000026202",771,863
"ENSMUSG00000026203",333,369
"ENSMUSG00000026204",1442,1525
"ENSMUSG00000026205",0,1
"ENSMUSG00000026207",594,632
