"Gene","GSM7994873","GSM7994882"
"4930515B02Rik",0,0
"4930515G01Rik",0,0
"4930515G16Rik",0,0
"4930515L03Rik",2,1
"4930515L19Rik",0,0
"4930517E11Rik",2,6
"4930517M08Rik",0,0
"4930518J21Rik",0,0
"4930518P08Rik",0,0
"4930519D14Rik",0,0
"4930519F09Rik",8,3
"4930519F16Rik",0,0
"4930519F24Rik",0,0
"4930519G04Rik",1,0
"4930519H02Rik",0,0
"4930519K11Rik",0,3
"4930520O04Rik",2,10
"4930520P13Rik",0,0
"4930521E06Rik",0,0
"4930522H14Rik",0,0
"4930522O17Rik",0,0
"4930523C07Rik",23,16
"4930523O13Rik",0,0
"4930524B15Rik",0,0
"4930524B17Rik",0,0
"4930524C18Rik",0,0
"4930524N10Rik",0,0
"4930524O05Rik",0,0
"4930524O08Rik",0,0
"4930525C09Rik",0,0
"4930525D18Rik",0,0
"4930525G20Rik",12,5
"4930526H09Rik",0,0
"4930526I15Rik",211,190
"4930526L06Rik",0,0
"4930527F14Rik",0,2
"4930527G23Rik",0,0
"4930528A17Rik",3,1
"4930528D03Rik",0,0
"4930528G23Rik",0,1
"4930528H21Rik",0,0
"4930528P14Rik",0,0
"4930529C04Rik",1,0
"4930529K09Rik",0,0
"4930529L06Rik",1,0
"4930532I03Rik",60,40
"4930532M18Rik",1,1
"4930533B01Rik",1,4
"4930533N22Rik",0,0
"4930533P14Rik",0,0
"4930538K18Rik",3,4
"4930539C22Rik",0,0
"4930539E08Rik",26,37
"4930539J05Rik",7,13
"4930539M17Rik",0,0
"4930539N22Rik",21,32
"4930540M03Rik",0,0
"4930542C21Rik",0,0
"4930542D17Rik",0,0
"4930543E12Rik",0,0
"4930543N07Rik",0,0
"4930544D05Rik",1,0
"4930544G11Rik",0,0
"4930544M13Rik",0,0
"4930545E07Rik",0,0
"4930545H06Rik",0,0
"4930545L23Rik",35,35
"4930546C10Rik",2,1
"4930546K05Rik",0,0
"4930547E08Rik",0,0
"4930547E14Rik",11,17
"4930548G14Rik",0,0
"4930548H24Rik",1,0
"4930548J01Rik",0,0
"4930548K13Rik",0,0
"4930549C01Rik",0,0
"4930549C15Rik",8,17
"4930549G23Rik",2,0
"4930550C14Rik",1,1
"4930550C17Rik",0,0
"4930550L24Rik",0,0
"4930552N02Rik",0,0
"4930552P12Rik",4,9
"4930553C11Rik",0,0
"4930553E22Rik",0,0
"4930554C24Rik",0,0
"4930554G24Rik",0,0
"4930554H23Rik",0,0
"4930554I06Rik",0,0
"4930555B11Rik",0,0
"4930555B12Rik",0,0
"4930555G01Rik",4,1
"4930555G21Rik",0,0
"4930555K05Rik",0,0
"4930556C24Rik",0,0
"4930556G01Rik",0,0
"4930556J02Rik",0,0
"4930556M19Rik",2,2
"4930556N09Rik",1,0
"4930556N13Rik",0,0
"4930557A04Rik",0,0
"4930557F10Rik",0,0
"4930557J02Rik",0,0
"4930557K07Rik",0,0
"4930558C23Rik",0,0
"4930558F17Rik",0,0
"4930558G05Rik",0,0
"4930558J18Rik",0,2
"4930558K02Rik",4,1
"4930559C10Rik",0,0
"4930562C15Rik",0,0
"4930562F07Rik",5,9
"4930563D23Rik",0,0
"4930563E18Rik",1,0
"4930563E22Rik",50,49
"4930563F08Rik",38,41
"4930563H07Rik",0,0
"4930563M20Rik",0,0
"4930563M21Rik",11,3
"4930564B18Rik",0,0
"4930564C03Rik",1,0
"4930564D02Rik",0,0
"4930565D16Rik",0,0
"4930565N06Rik",2,1
"4930567H12Rik",0,0
"4930567H17Rik",0,0
"4930567J20Rik",0,0
"4930567K12Rik",10,18
"4930567K20Rik",4,0
"4930568D16Rik",0,0
"4930568E12Rik",0,0
"4930568G15Rik",2,0
"4930570G19Rik",59,48
"4930571K23Rik",0,0
"4930571O06Rik",0,0
"4930572K03Rik",0,0
"4930572O03Rik",0,0
"4930572O13Rik",3,0
"4930573O16Rik",0,0
"4930577N17Rik",4,9
"4930578C19Rik",2,0
"4930578E11Rik",1,4
"4930578I06Rik",0,0
"4930578M01Rik",42,25
"4930578N18Rik",0,0
"4930579F01Rik",0,0
"4930579G18Rik",114,109
"4930579G24Rik",16,9
"4930579H20Rik",2,0
"4930579J19Rik",0,0
"4930579K19Rik",3,14
"4930579P08Rik",0,0
"4930581F22Rik",26,8
"4930583K01Rik",0,1
"4930583P06Rik",0,0
"4930584F24Rik",0,0
"4930586N03Rik",17,20
"4930587E11Rik",59,73
"4930590J08Rik",0,0
"4930590L20Rik",0,5
"4930591A17Rik",0,0
"4930591E09Rik",0,0
"4930592A05Rik",2,2
"4930592I03Rik",9,0
"4930593A02Rik",0,1
"4930593C16Rik",0,0
"4930594C11Rik",99,94
"4930594O21Rik",0,0
"4930595D18Rik",0,1
"4930595M18Rik",0,0
"4930596D02Rik",0,0
"4930596I21Rik",0,0
"4930597A21Rik",0,0
"4930597G03Rik",0,0
"4930598F16Rik",0,0
"4930599N23Rik",29,11
"4931402G19Rik",0,2
"4931403E22Rik",66,75
"4931403G20Rik",11,1
"4931406B18Rik",4,5
"4931406C07Rik",128,133
"4931406H21Rik",0,1
"4931406P16Rik",135,141
"4931408C20Rik",0,0
"4931408D14Rik",8,15
"4931409K22Rik",0,2
"4931414P19Rik",36,43
"4931417E11Rik",0,0
"4931419H13Rik",0,0
"4931420L22Rik",0,0
"4931423N10Rik",5,9
"4931428F04Rik",205,200
"4931428L18Rik",0,0
"4931429I11Rik",3,3
"4931429L15Rik",2,0
"4931429P17Rik",0,0
"4931430N09Rik",3,11
"4931431B13Rik",0,0
"4931431C16Rik",0,0
"4931431F19Rik",0,0
"4931440F15Rik",19,12
"4931440J10Rik",1,3
"4931440P22Rik",9,18
"4932411E22Rik",0,2
"4932411N23Rik",0,0
"4932412D23Rik",1,0
"4932413F04Rik",28,9
"4932414J04Rik",0,0
"4932414N04Rik",0,0
"4932415M13Rik",0,0
"4932416H05Rik",27,18
"4932416K20Rik",0,0
"4932418E24Rik",0,0
"4932429P05Rik",0,0
"4932435O22Rik",0,3
"4932438A13Rik",903,1139
"4932438H23Rik",11,14
"4932441J04Rik",2,1
"4932443I19Rik",0,6
"4932702P03Rik",15,18
"4933400A11Rik",0,0
"4933400B14Rik",0,0
"4933400C23Rik",0,0
"4933400F21Rik",66,80
"4933400L20Rik",0,0
"4933401B06Rik",0,0
"4933401D09Rik",0,0
"4933401H06Rik",2,2
"4933402C06Rik",0,0
"4933402D24Rik",1,6
"4933402E13Rik",0,0
"4933402J07Rik",0,0
"4933402J10Rik",0,0
"4933402J15Rik",0,0
"4933402N03Rik",0,0
"4933402N22Rik",0,0
"4933402P03Rik",0,0
"4933403O08Rik",2,0
"4933404G15Rik",0,0
"4933404K08Rik",0,1
"4933404K13Rik",0,0
"4933404O12Rik",52,78
"4933405D12Rik",0,0
"4933405E24Rik",0,0
"4933405L10Rik",1,0
"4933405O20Rik",0,5
"4933406C10Rik",2,16
"4933406D12Rik",0,0
"4933406F09Rik",0,0
"4933406G16Rik",0,0
"4933406I18Rik",11,15
"4933406J08Rik",0,0
"4933406J10Rik",0,1
"4933406K04Rik",0,0
"4933406M09Rik",0,0
"4933407E24Rik",18,12
"4933407G14Rik",0,0
"4933407I05Rik",0,1
"4933407K13Rik",33,45
"4933407L21Rik",9,17
"4933408B17Rik",17,26
"4933408J17Rik",2,2
"4933408N05Rik",0,3
"4933409G03Rik",0,0
"4933409K07Rik",14.3333333333333,29
"4933411E08Rik",0,0
"4933411G06Rik",0,0
"4933411K16Rik",0,0
"4933412E12Rik",33,21
"4933412E24Rik",0,0
"4933412O06Rik",38,22
"4933413G19Rik",1,0
"4933413J09Rik",2,4
"4933413L06Rik",13,2
"4933415F23Rik",3,0
"4933416C03Rik",14,15
"4933416E03Rik",0,0
"4933416I08Rik",0,0
"4933416M06Rik",0,0
"4933416M07Rik",1,2
"4933417A18Rik",0,0
"4933417D19Rik",40,30
"4933417E11Rik",0,0
"4933417G07Rik",0,1
"4933417O13Rik",2,1
"4933421I07Rik",0,1
"4933421O10Rik",25,19
"4933422A05Rik",0,1
"4933424G05Rik",1,5
"4933424G06Rik",3,10
"4933425B07Rik",0,0
"4933425L06Rik",0,1
"4933427D06Rik",0,2
"4933427D14Rik",258,322
"4933427E11Rik",0,2
"4933427E13Rik",0,0
"4933427G17Rik",13,1
"4933427I22Rik",0,1
"4933428C19Rik",0,2
"4933428G20Rik",41,61
"4933429K18Rik",0,0
"4933429O19Rik",2,1
"4933430H16Rik",0,0
"4933430I17Rik",2,2
"4933430M04Rik",0,5
"4933430N04Rik",0,0
"4933431E20Rik",384,433
"4933431G14Rik",0,1
"4933432G23Rik",0,0
"4933432I03Rik",13,3
"4933432I09Rik",7,10
"4933432K03Rik",0,0
"4933433C11Rik",0,0
"4933433F19Rik",0,0
"4933433G08Rik",0,0
"4933433G15Rik",0,2
"4933433G19Rik",16,17
"4933433H22Rik",0,0
"4933434E20Rik",345,295
"4933436E23Rik",0,0
"4933436H12Rik",0,0
"4933436I01Rik",0,0
"4933438B17Rik",0,0
"4933438K21Rik",4,1
"4933439C10Rik",49,98
"4933439K11Rik",1,2
"4933440J02Rik",0,0
"4933440M02Rik",1,0
"5031410I06Rik",10,3
"5031414D18Rik",3,7
"5031425E22Rik",68,63
"5031425F14Rik",0,1
"5031426D15Rik",1214,1702
"5031434C07Rik",0,2
"5031434O11Rik",55,50
"5031439G07Rik",331,314
"5033403F01Rik",0,1
"5033403H07Rik",0,0
"5033404E19Rik",5,10
"5033406O09Rik",3,0
"5033428I22Rik",0,0
"5330411J11Rik",0,0
"5330413P13Rik",2,8
"5330417C22Rik",82,83
"5330426P16Rik",17,10
"5330434G04Rik",167,126
"5330439B14Rik",0,0
"5430401F13Rik",0,0
"5430402E10Rik",0,0
"5430402O13Rik",10,12
"5430403N17Rik",0,0
"5430405H02Rik",46,37
"5430416N02Rik",61,50
"5430416O09Rik",3,5
"5430419D17Rik",0,0
"5430421F17Rik",0,3
"5430421N21Rik",0,0
"5430425K12Rik",0,0
"5430427M07Rik",1,0
"5430427O19Rik",0,1
"5430428K19Rik",0,0
"5430431A17Rik",8,13
"5430434I15Rik",0,0
"5430437J10Rik",0,0
"5430440P10Rik",0,0
"5530400C23Rik",0,0
"5530401A14Rik",9,23
"5530601H04Rik",61,57
"5730403I07Rik",2,6
"5730405O15Rik",4,5
"5730408K05Rik",49,46
"5730409E04Rik",1450,1468
"5730412P04Rik",2,4
"5730416F02Rik",0,0
"5730420D15Rik",0,0
"5730422E09Rik",5,4
"5730435O14Rik",0,0
"5730455P16Rik",790,769
"5730457N03Rik",0,0
"5730460C07Rik",0,0
"5730480H06Rik",9,14
"5730488B01Rik",0,0
"5730507C01Rik",3,4
"5730508B09Rik",23,26
"5730522E02Rik",36,44
"5730559C18Rik",8,5
"5830411N06Rik",0,0
"5830415F09Rik",1,0
"5830416I19Rik",0,2
"5830416P10Rik",43,5
"5830417I10Rik",315,286
"5830418P13Rik",6,10
"5830428M24Rik",0,0
"5830432E09Rik",2,3
"5830444B04Rik",10,17
"5830454E08Rik",9,6
"5830473C10Rik",0,0
"5930403L14Rik",110,118
"5930412G12Rik",10,25
"5930430L01Rik",66,32
"5930438M14Rik",2,0
"6030407O03Rik",2,0
"6030408B16Rik",1,2
"6030419C18Rik",423,258
"6030440G07Rik",0,0
"6030443J06Rik",1,6
"6030458C11Rik",247,224
"6030466F02Rik",0,0
"6030468B19Rik",0,1
"6030469F06Rik",0,0
"6030471H07Rik",0,0
"6030498E09Rik",0,0
"6230400D17Rik",10,9
"6330403A02Rik",1012,427
"6330403K07Rik",1189,932
"6330407A03Rik",10,10
"6330408A02Rik",176,183
"6330409D20Rik",12,28
"6330410L21Rik",0,1
"6330415B21Rik",184,298
"6330415G19Rik",12,9
"6330416G13Rik",41,70
"6330418K02Rik",58,34
"6330549D23Rik",47,27
"6430411K18Rik",32,27
"6430503K07Rik",13,12
"6430531B16Rik",6,8
"6430548M08Rik",1182,1583
"6430550D23Rik",3,2
"6430562O15Rik",0,0
"6430571L13Rik",19,41
"6430573F11Rik",55,57
"6430584L05Rik",14,19
"6430706D22Rik",139,167
"6430710C18Rik",2,0
"6530402F18Rik",9,1
"6530403H02Rik",35,17
"6530411M01Rik",4,0
"6720468P15Rik",2,1
"6720483E21Rik",6,4
"6720489N17Rik",21,19
"6820408C15Rik",26,19
"6820431F20Rik",203,144
"7420426K07Rik",0,0
"7420461P10Rik",7,1
"7420700N18Rik",0,0
"7420701I03Rik",0,1
"7530416G11Rik",0,0
"7630403G23Rik",0,0
"8030411F24Rik",0,0
"8030423F21Rik",1,2
"8030423J24Rik",0,0
"8030442B05Rik",0,0
"8030443G20Rik",7,8
"8030451O07Rik",6,3
"8030455M16Rik",0,0
"8030462N17Rik",12,14
"8430408G22Rik",34,26
"8430419L09Rik",659,662
"8430422H06Rik",0,0
"8430423G03Rik",0,2
"8430426J06Rik",4,2
"8430429K09Rik",96,126
"8430430B14Rik",0,0
"8430431K14Rik",28,16
"8430436N08Rik",0,0
"8430437L04Rik",0,0
"9030025P20Rik",87,113
"9030204H09Rik",2,6
"9030404E10Rik",0,0
"9030612E09Rik",12,18
"9030617O03Rik",29,35
"9030619P08Rik",0,0
"9030624G23Rik",1,1
"9030624J02Rik",185,147
"9030625G05Rik",0,0
"9130008F23Rik",1,1
"9130011E15Rik",10,5
"9130015A21Rik",0,0
"9130015L21Rik",0,0
"9130019O22Rik",33,12
"9130019P16Rik",110,193
"9130023H24Rik",7,12
"9130024F11Rik",30,107
"9130204L05Rik",0,0
"9130209A04Rik",0,0
"9130221F21Rik",0,0
"9130221H12Rik",48,46
"9130227L01Rik",1,0
"9130230L23Rik",0,0
"9130401M01Rik",312,280
"9130409I23Rik",0,0
"9130409J20Rik",0,0
"9230009I02Rik",0,0
"9230102K24Rik",1,4
"9230102O04Rik",0,0
"9230104L09Rik",0,0
"9230105E05Rik",0,2
"9230110C19Rik",4,4
"9230110F15Rik",2,0
"9230112D13Rik",0,0
"9230112J17Rik",6,12
"9230114K14Rik",107,122
"9230116L04Rik",0,0
"9230116N13Rik",1,0
"9230117E06Rik",14,4
"9330020H09Rik",42,22
"9330102E08Rik",167,178
"9330111N05Rik",0,0
"9330117O12Rik",7,3
"9330133O14Rik",79,129
"9330136K24Rik",13,7
"9330151L19Rik",120,130
"9330158H04Rik",0,2
"9330159F19Rik",1207,1056
"9330159M07Rik",24,42
"9330162012Rik",11,12
"9330162B11Rik",1,1
"9330175E14Rik",0,0
"9330175M20Rik",19,11
"9330178D15Rik",0,0
"9330179D12Rik",20,14
"9330182L06Rik",181,308
"9330182O14Rik",0,0
"9330188P03Rik",4,6
"9330199G10Rik",1,2
"9430007A20Rik",0,0
"9430014N10Rik",3,2
"9430015G10Rik",66,74
"9430016H08Rik",83,56
"9430018G01Rik",0,1
"9430019J16Rik",0,0
"9430020K01Rik",602,1157
"9430021M05Rik",35,65
"9430037G07Rik",3,7
"9430038I01Rik",42,30
"9430041J12Rik",7,16
"9430060I03Rik",8,10
"9430065F17Rik",0,0
"9430069I07Rik",2,1
"9430076C15Rik",4,6
"9430078K24Rik",1,1
"9430083A17Rik",60,69
"9430091E24Rik",13,12
"9530002B09Rik",0,0
"9530003J23Rik",0,0
"9530014B07Rik",0,0
"9530020I12Rik",0,0
"9530026F06Rik",1,0
"9530026P05Rik",6,3
"9530027J09Rik",10,12
"9530036O11Rik",2,11
"9530051G07Rik",32,23
"9530052E02Rik",6,6
"9530053A07Rik",0,0
"9530059O14Rik",147,106
"9530062K07Rik",4,9
"9530068E07Rik",289,248
"9530077C05Rik",29,22
"9530080O11Rik",10,17
"9530082P21Rik",999,1202
"9530091C08Rik",300,568
"9630001P10Rik",11,17
"9630013A20Rik",34,40
"9630013K17Rik",7,9
"9630028B13Rik",7,6
"9630028H03Rik",0,0
"9630028I04Rik",0,0
"9830107B12Rik",0,0
"9830132P13Rik",76,57
"9830147E19Rik",26,14
"9830166K06Rik",9,15
"9930012K11Rik",3,14
"9930014A18Rik",26,11
"9930021J03Rik",1268,1221
"9930104L06Rik",62,50
"9930111H07Rik",0,0
"9930111J21Rik1",3,0
"9930111J21Rik2",0,2
"a",4,4
"A130010J15Rik",81,55
"A130077B15Rik",1,3
"A1bg",0,0
"A1cf",1,0
"A230001M10Rik",3,4
"A230009B12Rik",5,12
"A230020J21Rik",0,2
"A230028O05Rik",0,0
"A230046K03Rik",347,236
"A230050P20Rik",310,312
"A230056J06Rik",11,12
"A230056P14Rik",24,18
"A230057D06Rik",32,30
"A230065H16Rik",1,1
"A230070E04Rik",393,357
"A230072C01Rik",110,74
"A230072E10Rik",6,11
"A230077H06Rik",101,37
"A230103J11Rik",8,10
"A230108P19Rik",1,1
"A2m",4,6
"A330009N23Rik",57,62
"A330015K06Rik",20,27
"A330023F24Rik",314,314
"A330032B11Rik",10,18
"A330033J07Rik",3,0
"A330035P11Rik",0,4
"A330040F15Rik",5,6
"A330041J22Rik",31,21
"A330048O09Rik",13,17
"A330049N07Rik",3,5
"A330050F15Rik",192,62
"A330069E16Rik",16,8
"A330070K13Rik",4,2
"A330074K22Rik",2,8
"A330076C08Rik",2,1
"A330076H08Rik",268,288
"A330093E20Rik",5,1
"A330102I10Rik",5,2
"A3galt2",7,2
"A430005L14Rik",226,153
"A430033K04Rik",85,47
"A430035B10Rik",55,58
"A430046D13Rik",115,133
"A430078G23Rik",2,0
"A430078I02Rik",54,68
"A430085M09Rik",0,0
"A430088P11Rik",0,0
"A430089I19Rik",0,0
"A430090L17Rik",40,31
"A430093F15Rik",1,0
"A430105I19Rik",53,40
"A4galt",0,2
"A4gnt",0,0
"A530006G24Rik",2,0
"A530013C23Rik",0,0
"A530016L24Rik",38,35
"A530032D15Rik",0,0
"A530046M15Rik",11,12
"A530050N04Rik",0,0
"A530053G22Rik",0,0
"A530058N18Rik",54,36
"A530064D06Rik",0,0
"A530065N20Rik",1,3
"A530072M11Rik",3,6
"A530088E08Rik",0,5
"A530099J19Rik",0,0
"A630001G21Rik",9,2
"A630010A05Rik",0,0
"A630012P03Rik",0,0
"A630019I02Rik",31,32
"A630020A06",0,0
"A630023A22Rik",0,0
"A630023P12Rik",2,11
"A630033H20Rik",0,0
"A630066F11Rik",9,12
"A630072M18Rik",153,108
"A630073D07Rik",0,0
"A630075F10Rik",3,1
"A630076J17Rik",0,0
"A630077J23Rik",0,1
"A630089N07Rik",118,100
"A630095E13Rik",3,0
"A630095N17Rik",0,0
"A730004F24Rik",0,0
"A730006G06Rik",2,2
"A730008H23Rik",9,17
"A730017C20Rik",366,256
"A730017L22Rik",37,36
"A730018C14Rik",4,10
"A730020E08Rik",31,20
"A730020M07Rik",1,0
"A730036I17Rik",2,4
"A730043L09Rik",0,3
"A730046J19Rik",4,2
"A730056A06Rik",6,14
"A730082K24Rik",0,0
"A730085K08Rik",0,0
"A730090H04Rik",0,0
"A730090N16Rik",27,19
"A830009L08Rik",8,57
"A830010M20Rik",1545,2532
"A830011K09Rik",22,17
"A830018L16Rik",417,430
"A830019L24Rik",7,14
"A830052D11Rik",5,2
"A830080D01Rik",98,104
"A830082K12Rik",77,90
"A830082N09Rik",337,256
"A930001A20Rik",0,1
"A930001C03Rik",42,32
"A930002C04Rik",6,23
"A930003A15Rik",5,3
"A930003O13Rik",0,0
"A930004D18Rik",51,22
"A930005H10Rik",94,96
"A930006I01Rik",0,0
"A930006K02Rik",13,9
"A930007I19Rik",5,0
"A930009A15Rik",7,5
"A930011G23Rik",7,8
"A930012L18Rik",11,26
"A930013F10Rik",459,425
"A930015D03Rik",11,3
"A930016O22Rik",1,5
"A930017M01Rik",32,50
"A930018P22Rik",1,0
"A930019D19Rik",9,11
"A930024E05Rik",72,34
"A930031H19Rik",0,0
"A930041C12Rik",1,0
"AA387883",3,20
"AA388235",34,24
"AA413626",1,1
"AA414768",46,30
"AA415398",85,54
"AA465934",48,35
"AA467197",5,0
"AA474331",0,0
"AA536875",0,1
"AA543186",2,5
"AA543401",0,0
"AA545190",0,0
"AA619741",1,0
"AA792892",0,0
"AA986860",9,16
"Aaas",143,90
"Aacs",123,81
"Aadac",9,0
"Aadacl2",0,0
"Aadacl3",0,0
"Aadat",1,0
"Aaed1",6,5
"Aagab",582,463
"Aak1",1777,1457
"Aamdc",270,198
"Aamp",1639,1424
"Aanat",2,1
"Aar2",81,88
"Aard",26,8
"Aars",464,497
"Aars2",113,91
"Aarsd1",388,346
"Aasdh",51,56
"Aasdhppt",172,162
"Aass",22,21
"Aatf",39,49
"Aatk",2276,2187
"AB124611",0,5
"Abat",619,542
"Abca1",204,136
"Abca12",0,3
"Abca13",0,0
"Abca14",0,0
"Abca15",0,0
"Abca16",0,0
"Abca17",3,5
"Abca2",1077,1394
"Abca3",221,178
"Abca4",4,11
"Abca5",234,283
"Abca6",14,24
"Abca7",47,57
"Abca8a",64,37
"Abca8b",48,41
"Abca9",52,25
"Abcb10",205,148
"Abcb11",1,0
"Abcb1a",224,234
"Abcb1b",34,24
"Abcb4",101,73
"Abcb5",0,0
"Abcb6",84,63
"Abcb7",146,92
"Abcb8",142,126
"Abcb9",183,278
"Abcc1",112,81
"Abcc10",131,114
"Abcc12",0,2
"Abcc2",1,1
"Abcc3",8,3
"Abcc4",28,43
"Abcc5",842,939
"Abcc6",2,3
"Abcc8",158,174
"Abcc9",29,36
"Abcd1",1,4
"Abcd2",264,286
"Abcd3",576,434
"Abcd4",19,25
"Abce1",313,246
"Abcf1",750,672
"Abcf2",227,245
"Abcf3",106,104
"Abcg1",308,297
"Abcg2",146,103
"Abcg3",1,3
"Abcg4",245,209
"Abcg5",0,2
"Abcg8",0,0
"Abhd1",174,146
"Abhd10",62,63
"Abhd11",145,152
"Abhd11os",115,118
"Abhd12",1249,1118
"Abhd12b",0,0
"Abhd13",213,189
"Abhd14a",178,126
"Abhd14b",69,69
"Abhd15",8,3
"Abhd16a",598,552
"Abhd16b",0,0
"Abhd17a",594,610
"Abhd17b",898,801
"Abhd17c",579,365
"Abhd2",12,10
"Abhd3",162,116
"Abhd4",322,256
"Abhd5",99,117
"Abhd6",696,617
"Abhd8",1427,1299
"Abi1",761,441
"Abi2",2134,1894
"Abi3",76,85
"Abi3bp",15,24
"Abl1",193,190
"Abl2",594,498
"Ablim1",958,1244
"Ablim2",379,597
"Ablim3",204,182
"Abo",0,0
"Abr",1442,1098
"Abra",0,3
"Abracl",82,62
"Abt1",144,135
"Abtb1",67,98
"Abtb2",51,39
"Acaa1a",170,226
"Acaa1b",31,24
"Acaa2",157,146
"Acaca",245,269
"Acacb",12,19
"Acad10",13,19
"Acad11",72,60
"Acad12",2,1
"Acad8",150,100
"Acad9",150,121
"Acadl",295,229
"Acadm",152,155
"Acads",34,43
"Acadsb",474,394
"Acadvl",177,177
"Acan",30,20
"Acap1",0,0
"Acap2",470,306
"Acap3",423,397
"Acat1",804,688
"Acat2",613,666
"Acat3",604,612
"Acbd3",491,441
"Acbd4",237,228
"Acbd5",524,437
"Acbd6",339,335
"Acbd7",2,1
"Accs",11,22
"Accsl",5,1
"Acd",914,842
"Ace",26,38
"Ace2",5,19
"Ace3",0,1
"Acer1",0,1
"Acer2",12,19
"Acer3",83,79
"Ache",143,108
"Acin1",1586,1446
"Ackr1",353,320
"Ackr2",3,14
"Ackr3",60,45
"Ackr4",1,3
"Acly",549,540
"Acmsd",7,5
"Acnat1",1,0
"Acnat2",9,12
"Aco1",83,63
"Aco2",2990,2350
"Acot1",153,59
"Acot10",14,29
"Acot11",84,72
"Acot12",1,2
"Acot13",1783,1439
"Acot2",283,143
"Acot3",21,10
"Acot4",21,10
"Acot5",34,29
"Acot6",4,9
"Acot7",1863,1518
"Acot8",132,124
"Acot9",33,46
"Acox1",430,371
"Acox2",1,0
"Acox3",102,138
"Acoxl",0,1
"Acp1",445,363
"Acp2",705,631
"Acp5",7,0
"Acp6",0,6
"Acpp",0,0
"Acpt",0,0
"Acr",41,34
"Acrbp",37,31
"Acrv1",0,0
"Acsbg1",189,189
"Acsbg2",0,0
"Acsf2",11,13
"Acsf3",47,45
"Acsl1",268,290
"Acsl3",2306,2143
"Acsl4",795,676
"Acsl5",298,314
"Acsl6",688,553
"Acsm1",2,0
"Acsm2",2,0
"Acsm3",40,45
"Acsm4",0,0
"Acsm5",0,0
"Acss1",151,113
"Acss2",164,146
"Acss2os",0,0
"Acss3",1,0
"Acta1",67,118
"Acta2",160,236
"Actb",23742,15688
"Actbl2",1,0
"Actc1",0,1
"Actg1",2386,2244
"Actg2",2,0
"Actl10",1,0
"Actl11",0,0
"Actl6a",78,55
"Actl6b",1178,981
"Actl7a",0,0
"Actl7b",1,0
"Actl9",0,0
"Actn1",1251,1308
"Actn2",32,21
"Actn3",2,1
"Actn4",1136,1422
"Actr10",880,874
"Actr1a",552,474
"Actr1b",800,1011
"Actr2",1680,1076
"Actr3",911,547
"Actr3b",27,31
"Actr5",23,48
"Actr6",198,115
"Actr8",257,232
"Actrt1",0,0
"Actrt2",0,0
"Actrt3",8,8
"Acvr1",223,179
"Acvr1b",12,13
"Acvr1c",307,296
"Acvr2a",466,314
"Acvr2b",44,44
"Acvrl1",56,67
"Acy1",37,37
"Acy3",19,15
"Acyp1",163,86
"Acyp2",34,28
"Ada",9,9
"Adad1",0,0
"Adad2",0,1
"Adal",85,62
"Adam10",448,392
"Adam11",1014,616
"Adam12",19,15
"Adam15",962,759
"Adam17",150,189
"Adam18",2,2
"Adam19",68,69
"Adam1a",35,11
"Adam1b",4,0
"Adam2",0,0
"Adam20",0,0
"Adam21",5,0
"Adam22",844,1082
"Adam23",463,437
"Adam24",0,0
"Adam25",0,0
"Adam26a",0,0
"Adam26b",0,0
"Adam28",4,0
"Adam29",0,0
"Adam3",1,0
"Adam30",0,0
"Adam32",4,3
"Adam33",10,59
"Adam34",1,0
"Adam39",0,0
"Adam4",6,6
"Adam5",8,0
"Adam6a",0,0
"Adam6b",0,0
"Adam7",0,0
"Adam8",31,15
"Adam9",36,32
"Adamdec1",0,0
"Adamts1",153,130
"Adamts10",167,167
"Adamts12",11,2
"Adamts13",6,11
"Adamts14",13,1
"Adamts15",26,37
"Adamts16",19,22
"Adamts17",48,17
"Adamts18",4,4
"Adamts19",1,0
"Adamts2",3,14
"Adamts20",100,91
"Adamts3",73,48
"Adamts4",17,12
"Adamts5",20,25
"Adamts6",11,4
"Adamts7",2,0
"Adamts8",32,16
"Adamts9",40,1
"Adamtsl1",119,56
"Adamtsl2",0,0
"Adamtsl3",2,3
"Adamtsl4",44,61
"Adamtsl5",10,13
"Adap1",616,823
"Adap2",17,38
"Adar",484,477
"Adarb1",510,525
"Adarb2",48,24
"Adat1",41,43
"Adat2",76,70
"Adat3",9,3
"Adck1",132,144
"Adck2",115,127
"Adck3",660,526
"Adck4",76,63
"Adck5",211,157
"Adcy1",3395,3652
"Adcy10",10,12
"Adcy2",470,533
"Adcy3",167,131
"Adcy4",14,21
"Adcy5",231,426
"Adcy6",185,208
"Adcy7",13,23
"Adcy8",14,12
"Adcy9",1014,736
"Adcyap1",28,74
"Adcyap1r1",1143,1063
"Add1",1440,1354
"Add2",2140,2246
"Add3",1903,1185
"Adgb",14,8
"Adgra1",663,674
"Adgra2",119,88
"Adgra3",30,27
"Adgrb1",1069,1381
"Adgrb2",635,382
"Adgrb3",650,559
"Adgrd1",9,86
"Adgre1",13,6
"Adgre4",2,2
"Adgre5",63,85
"Adgrf1",0,0
"Adgrf2",0,1
"Adgrf3",0,0
"Adgrf4",12,20
"Adgrf5",211,215
"Adgrg1",487,336
"Adgrg2",26,19
"Adgrg3",0,0
"Adgrg5",0,0
"Adgrg6",8,26
"Adgrg7",0,0
"Adgrl1",6759,7867
"Adgrl2",233,470
"Adgrl3",164,175
"Adgrl4",110,127
