Reaction_ID,Reaction_name,Subsystem
4OHBUTm,Formation of 4-Hydroxy-Butyrate,Glutamate metabolism
4OHBUTtmc,"Transport of 4-Hydroxy-Butyrate, Mitochondrial","Transport, mitochondrial"
4OHBUTtce,"Transport of 4-Hydroxy-Butyrate, Extracellular","Transport, extracellular"
EX_4ohbut_e,Exchange of 4-Hydroxy-Butyrate,Exchange/demand reaction
12HPETUPKt,"Transport of 12-Hydroperoxyeicosa-5, 8, 10, 14-Tetraenoate, by Diffusion","Transport, extracellular"
15HPETUPKt,"Transport of 15(S)-HPETE, Diffusion","Transport, extracellular"
3AIBSYMPt,"3-Amino-Isobutyrate Transport, Sodium Symport","Transport, extracellular"
AK2LGCHOLABCt,1-Alkyl 2-Acylglycerol 3-Phosphocholine Transport,"Transport, extracellular"
APRGSTRNABCt,"Hydroxyprogesterone Transport, Active","Transport, extracellular"
C14770UPKt,"Transport of 11, 12-EET, Diffusion","Transport, extracellular"
C14771UPKt,"Transport of 14, 15-EET, Diffusion","Transport, extracellular"
CE1243UPKt,Transport of 12S-HHT by Diffusion,"Transport, extracellular"
CE2510ABCt,"Transport of 11-Cis-Eicosenoate, Active","Transport, extracellular"
CE2537ABCt,"Transport of 15-Hydroxy- (8Z, 11Z, 13E)-Eicosatrienoate, Active","Transport, extracellular"
CE7082UPKt,"Transport of 15(S)-HEPE, Diffusion","Transport, extracellular"
CE7172UPKt,"Transport of 14, 15-DIHETE, Diffusion","Transport, extracellular"
DIGALSGALSIDEte,Transport of Digalactosylceramidesulfate ,"Transport, extracellular"
NRVNCABCt,"Transport of 15-Tetracosenoate, Diffusion","Transport, extracellular"
PAFABCt,Transport of 1-Alkyl 2-Acteylglycerol 3-Phosphocholine ,"Transport, extracellular"
PAIL_hs_SECt,Transport of 1-Phosphatidyl-1D-Myo-Inositol,"Transport, extracellular"
PAILPALM_HSSECt,Transport of 1-Palmitoylglycerophosphoinositol,"Transport, extracellular"
PAILR_HSSECt,Transport of 1-Arachidonoylglycerophosphoinositol,"Transport, extracellular"
PCHLN225_HSABCt,"Transport of 1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6)","Transport, extracellular"
PCHOL2LINL_HSABCt,Transport of 2-Linoleoylglycerophosphocholine,"Transport, extracellular"
PCHOL2OLE_HSABCt,Transport of 2-Oleoylglycerophosphocholine,"Transport, extracellular"
PCHOL2STE_HSABCt,Transport of 2-Stearoylglycerophosphocholine,"Transport, extracellular"
PCHOLAR_HSABCt,Transport of 1-Arachidonoyl-Glycero-3-Phosphocholine,"Transport, extracellular"
PCHOLDOC_HSABCt,Transport of 1-Docosahexaenoylglycerophosphocholine,"Transport, extracellular"
PCHOLEIC_HSABCt,"Transport of 1-Eicosadienoylglycerophosphocholine (Delta 11, 14)","Transport, extracellular"
PCHOLET_HSABCt,"Transport of 1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17)","Transport, extracellular"
PCHOLHEP_HSABCt,Transport of 1-Heptadecanoylglycerophosphocholine,"Transport, extracellular"
PCHOLLINL_HSABCt,"Transport of 1-Linoleoylglycerophosphocholine (Delta 9, 12)","Transport, extracellular"
PCHOLMYR_HsABCt,Transport of 1-Myristoylglycerophosphocholine,"Transport, extracellular"
PCHOLN15_HSABCt,"Transport of 1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0)","Transport, extracellular"
PCHOLN183_HSABCt,"Transport of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)","Transport, extracellular"
PCHOLN1836_HSABCt,"Transport of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)","Transport, extracellular"
PCHOLN19_HSABCt,"Transport of 1-NoNADecanoylglycerophosphocholine, Sn1-Lpc (19:0)","Transport, extracellular"
PCHOLN201_HSABCt,"Transport of 1-Eicosenoylglycerophosphocholine (Delta 11) , Sn1-Lpc (20:1)","Transport, extracellular"
PCHOLN203_HSABCt,"Transport of 1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3","Transport, extracellular"
PCHOLN204_HSABCt,"Transport of 1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4)","Transport, extracellular"
PCHOLN205_HSABCt,"Transport of 1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)","Transport, extracellular"
PCHOLN224_HSABCt,"Transport of 1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)","Transport, extracellular"
PCHOLN225_HSABCt,"Transport of 1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3","Transport, extracellular"
PCHOLN2254_HSABCt,"Transport of 1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6","Transport, extracellular"
PCHOLN264_HSABCt,"Transport of 1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24","Transport, extracellular"
PCHOLOLE_HSABCt,Transport of 1-Oleoylglycerophosphocholine (Delta 9),"Transport, extracellular"
PCHOLPALME_HSABCt,Transport of 1-Palmitoleoylglycerophosphocholine (Delta 9),"Transport, extracellular"
PCHOLSTE_HSABCt,Transport of 1-Stearoylglycerophosphocholine,"Transport, extracellular"
PE12_HSABCt,Transport of 1-Didecanoylglycerophosphoethanolamine (C12:0 Pe),"Transport, extracellular"
Pe13_HSABCt,Transport of 1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe),"Transport, extracellular"
PE14_HSABCt,Transport of 1-Myristoylglycerophosphoethanolamine (C14:0 Pe),"Transport, extracellular"
PE15_HSABCt,Transport of 1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe),"Transport, extracellular"
PE161_HSABCt,"Transport of 1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)","Transport, extracellular"
PE17_HSABCt,Transport of 1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe),"Transport, extracellular"
PE203_HSABCt,"1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3)","Transport, extracellular"
PE226_HSABCt,"Transport of 1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6)","Transport, extracellular"
PE2LINL_HSABCt,Transport of 2-Linoleoylglycerophosphoethanolamine,"Transport, extracellular"
PEAR_HSABCt,Transport of 1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine,"Transport, extracellular"
PEDH203_HSABCt,"Transport of 1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14)","Transport, extracellular"
PELINL_HSABCt,"Transport of 1-Linoleoylglycerophosphoethanolamine (Delta 9, 12)","Transport, extracellular"
PELPALM_HSABCt,Transport of 1-Palmitoylglycerophosphoethanolamine,"Transport, extracellular"
PEOLE_HSABCt,Transport of 1-Oleoylglycerophosphoethanolamine (Delta 9),"Transport, extracellular"
PEPALM_HSASBCt,Transport of 1-Palmitoylglycerophosphocholine,"Transport, extracellular"
PESTE_HSABCt,Transport of 1-Stearoylglycerophosphoethanolamine,"Transport, extracellular"
SPHMYLN_HsSECt,Transport of Sphingomyeline,"Transport, extracellular"
SPHMYLN180241_hs_SECt,Transport of Sphingomyelin (D18:0/24:1),"Transport, extracellular"
SPHMYLN18114_hs_SECt,Transport of Sphingomyelin (D18:1/14:0),"Transport, extracellular"
SPHMYLN18115_hs_SECt,Transport of Sphingomyelin (D18:1/15:0),"Transport, extracellular"
SPHMYLN18116_hs_SECt,Transport of Sphingomyelin (D18:1/16:0),"Transport, extracellular"
SPHMYLN181161_hs_SECt,Transport of Sphingomyelin (D18:1/16:1),"Transport, extracellular"
SPHMYLN18117_hs_SECt,Transport of Sphingomyelin (D18:1/17:0),"Transport, extracellular"
SPHMYLN18118_hs_SECt,Transport of Sphingomyelin (D18:1/18:0),"Transport, extracellular"
SPHMYLN181181_hs_SECt,Transport of Sphingomyelin (D18:1/18:1),"Transport, extracellular"
SPHMYLN18120_hs_SECt,Transport of Sphingomyelin (D18:1/20:0),"Transport, extracellular"
SPHMYLN181201_hs_SECt,Transport of Sphingomyelin (D18:1/20:1),"Transport, extracellular"
SPHMYLN18121_hs_SECt,Transport of Sphingomyelin (D18:1/21:0),"Transport, extracellular"
SPHMYLN18122_hs_SECt,Transport of Sphingomyelin (D18:1/22:0),"Transport, extracellular"
SPHMYLN181221_hs_SECt,Transport of Sphingomyelin (D18:1/22:1),"Transport, extracellular"
SPHMYLN18123_hs_SECt,Transport of Sphingomyelin (D18:1/23:0),"Transport, extracellular"
SPHMYLN1824_hs_SECt,Transport of Sphingomyelin (D18:0/24:0),"Transport, extracellular"
SPHMYLN1825_hs_SECt,Transport of Sphingomyelin (D18:0/25:0),"Transport, extracellular"
3AIBt1,"3-Amino-Isobutyrate Transport, Proton Symport","Transport, extracellular"
AK2LGCHOLt,"1-Alkyl 2-Acylglycerol 3-Phosphocholine Transport, Vescicular","Transport, extracellular"
APRGSTRNt1e,"Hydroxyprogesterone Transport, Antiport","Transport, extracellular"
DIGALSGALSIDEATPte,"Extracellular Transport of Digalactosylceramidesulfate, Active Transport","Transport, extracellular"
PAFt,"1-Alkyl 2-Acteylglycerol 3-Phosphocholine Transport, Vescicular","Transport, extracellular"
PCHOL2LINL_HSt1e,"Transport of 2-Linoleoylglycerophosphocholine, Vescicular","Transport, extracellular"
PCHOL2OLE_HSt1e,"Transport of 2-Oleoylglycerophosphocholine, Vescicular","Transport, extracellular"
PCHOL2STE_HSt1e,"Transport of 2-Stearoylglycerophosphocholine, Vescicular","Transport, extracellular"
PCHOLAR_HSt1e,"Transport of 1-Arachidonoyl-Glycero-3-Phosphocholine, Vescicular","Transport, extracellular"
PCHOLDOC_HSt1e,"Transport of 1-Docosahexaenoylglycerophosphocholine, Vescicular","Transport, extracellular"
PCHOLEIC_HSt1e,"Transport of 1-Eicosadienoylglycerophosphocholine (Delta 11, 14), Vescicular","Transport, extracellular"
PCHOLET_HSt1e,"Transport of 1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17), Vescicular","Transport, extracellular"
PCHOLHEP_HSt1e,"Transport of 1-Heptadecanoylglycerophosphocholine, Vescicular","Transport, extracellular"
PCHOLLINL_HSt1e,"Transport of 1-Linoleoylglycerophosphocholine (Delta 9, 12), Vescicular","Transport, extracellular"
PCHOLMYR_Hst1e,"Transport of 1-Myristoylglycerophosphocholine, Vescicular","Transport, extracellular"
PCHOLN15_HSt1e,"Transport of 1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0), Vescicular","Transport, extracellular"
PCHOLN183_HSt1e,"Transport of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15), Vescicular","Transport, extracellular"
PCHOLN1836_HSt1e,"Transport of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12), Vescicular","Transport, extracellular"
PCHOLN19_HSt1e,"Transport of 1-NoNADecanoylglycerophosphocholine, Sn1-Lpc (19:0), Vescicular","Transport, extracellular"
PCHOLN201_HSt1e,"Transport of 1-Eicosenoylglycerophosphocholine (Delta 11) , Sn1-Lpc (20:1), Vescicular","Transport, extracellular"
PCHOLN203_HSt1e,"Transport of 1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3, Vescicular","Transport, extracellular"
PCHOLN204_HSt1e,"Transport of 1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4), Vescicular","Transport, extracellular"
PCHOLN205_HSt1e,"Transport of 1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5), Vescicular","Transport, extracellular"
PCHOLN224_HSt1e,"Transport of 1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4), Vescicular","Transport, extracellular"
PCHOLN225_HSt1e,"Transport of 1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3, Vescicular","Transport, extracellular"
PCHOLN2254_HSt1e,"Transport of 1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6, Vescicular","Transport, extracellular"
PCHLN225_HSt1e,"Transport of 1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6), Vescicular","Transport, extracellular"
PCHOLN264_HSt1e,"Transport of 1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24, Vescicular","Transport, extracellular"
PCHOLOLE_HSt1e,"Transport of 1-Oleoylglycerophosphocholine (Delta 9), Vescicular","Transport, extracellular"
PEPALM_HSt1e,"Transport of 1-Palmitoylglycerophosphocholine, Vescicular","Transport, extracellular"
PCHOLPALME_HSt1e,"Transport of 1-Palmitoleoylglycerophosphocholine (Delta 9), Vescicular","Transport, extracellular"
PCHOLSTE_HSt1e,"Transport of 1-Stearoylglycerophosphocholine, Vescicular","Transport, extracellular"
PE12_HSt1e,"Transport of 1-Didecanoylglycerophosphoethanolamine (C12:0 Pe), Vescicular","Transport, extracellular"
Pe13_HSt1e,"Transport of 1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe), Vescicular","Transport, extracellular"
PE14_HSt1e,"Transport of 1-Myristoylglycerophosphoethanolamine (C14:0 Pe), Vescicular","Transport, extracellular"
PE15_HSt1e,"Transport of 1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe), Vescicular","Transport, extracellular"
PE161_HSt1e,"Transport of 1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9), Vescicular","Transport, extracellular"
PE17_HSt1e,"Transport of 1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe), Vescicular","Transport, extracellular"
PE203_HSt1e,"1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3), Vescicular","Transport, extracellular"
PE226_HSt1e,"Transport of 1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6), Vescicular","Transport, extracellular"
PE2LINL_HSt1e,"Transport of 2-Linoleoylglycerophosphoethanolamine, Vescicular","Transport, extracellular"
PEAR_HSt1e,"Transport of 1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine, Vescicular","Transport, extracellular"
PEDH203_HSt1e,"Transport of 1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14), Vescicular","Transport, extracellular"
PELINL_HSt1e,"Transport of 1-Linoleoylglycerophosphoethanolamine (Delta 9, 12), Vescicular","Transport, extracellular"
PEOLE_HSt1e,"Transport of 1-Oleoylglycerophosphoethanolamine (Delta 9), Vescicular","Transport, extracellular"
PELPALM_HSt1e,"Transport of 1-Palmitoylglycerophosphoethanolamine, Vescicular","Transport, extracellular"
PESTE_HSt1e,"Transport of 1-Stearoylglycerophosphoethanolamine, Vescicular","Transport, extracellular"
SPHMYLN_HsATPte,"Extracellular Transport of Sphingomyeline, Active Transport","Transport, extracellular"
SPHMYLN180241_hs_ATPt,"Transport of Sphingomyelin (D18:0/24:1), Active Transport","Transport, extracellular"
SPHMYLN18114_hs_ATPt,"Transport of Sphingomyelin (D18:1/14:0), Active Transport","Transport, extracellular"
SPHMYLN18115_hs_ATPt,"Transport of Sphingomyelin (D18:1/15:0), Active Transport","Transport, extracellular"
SPHMYLN18116_hs_ATPt,"Transport of Sphingomyelin (D18:1/16:0), Active Transport","Transport, extracellular"
SPHMYLN181161_hs_ATPt,"Transport of Sphingomyelin (D18:1/16:1), Active Transport","Transport, extracellular"
SPHMYLN18117_hs_ATPt,"Transport of Sphingomyelin (D18:1/17:0), Active","Transport, extracellular"
SPHMYLN18118_hs_ATPt,"Transport of Sphingomyelin (D18:1/18:0), Active","Transport, extracellular"
SPHMYLN181181_hs_ATPt,"Transport of Sphingomyelin (D18:1/18:1), Active","Transport, extracellular"
SPHMYLN18120_hs_ATPt,"Transport of Sphingomyelin (D18:1/20:0), Active","Transport, extracellular"
SPHMYLN181201_hs_ATPt,"Transport of Sphingomyelin (D18:1/20:1), Active","Transport, extracellular"
SPHMYLN18121_hs_ATPt,"Transport of Sphingomyelin (D18:1/21:0), Active","Transport, extracellular"
SPHMYLN18122_hs_ATPt,"Transport of Sphingomyelin (D18:1/22:0), Active Transport","Transport, extracellular"
SPHMYLN181221_hs_ATPt,"Transport of Sphingomyelin (D18:1/22:1), Active","Transport, extracellular"
SPHMYLN18123_hs_ATPt,"Transport of Sphingomyelin (D18:1/23:0), Active","Transport, extracellular"
SPHMYLN1824_hs_ATPt,"Transport of Sphingomyelin (D18:0/24:0), Active Transport","Transport, extracellular"
SPHMYLN1825_hs_ATPt,"Transport of Sphingomyelin (D18:0/25:0), Active Transport","Transport, extracellular"
2HYDOGOAT3t,"Transport of 2-Hydroxy-Glutarate, Extracellular, Antiport","Transport, extracellular"
2HYDOGte,"Transport of 2-Hydroxy-Glutarate, Extracellular","Transport, extracellular"
GLUTAROAT3t,"Transport of Glutarate, Extracellular, Antiport","Transport, extracellular"
GLUTARte,"Transport of Glutarate, Extracellular","Transport, extracellular"
THEXDDm,"Hydrolysis of Trans7, 10-Hexadecadienoylcoa to 7Z, 10Z-Hexadecadienoic Acid",Fatty acid oxidation
THEXDDtm,"Transport of 7Z, 10Z-Hexadecadienoic Acid into Cytosol","Transport, mitochondrial"
THEXDDte,"Transport of 7Z, 10Z-Hexadecadienoic Acid into Extracellular Space","Transport, extracellular"
EX_thexdd_e,"Exchange of 7Z, 10Z-Hexadecadienoic Acid",Exchange/demand reaction
HEXDTRm,"Hydrolysis of 7, 10, 13-Hexadecatrienoylcoa to 7, 10, 13-Hexadecatrienoic Acid",Fatty acid oxidation
HEXDTRtm,"Transport of 7, 10, 13-Hexadecatrienoic Acid into Cytosol","Transport, mitochondrial"
HEXDTRte,"Transport of 7, 10, 13-Hexadecatrienoic Acid into Extracellular Space","Transport, extracellular"
EX_hexdtr_e,"Exchange of 7, 10, 13-Hexadecatrienoic Acid",Exchange/demand reaction
HPDECECOAm,Dehydrogenation of Heptadecanoyl Coa,Fatty acid oxidation
HPDECEm,Hydrolysis of Heptadecenoyl Coa,Fatty acid oxidation
HPDECEtm,"Transport of Trans-Delta-2-Heptadecanoic Acid, Mitochondrial","Transport, mitochondrial"
HPDECEte,"Transport of Trans-Delta-2-Heptadecanoic Acid, Extracellular","Transport, extracellular"
EX_hpdece_e,Exchange of Trans-Delta-2-Heptadecanoic Acid,Exchange/demand reaction
EIC21114TRc,"Hydrolysis of Trans, Cis, Cis-2, 11, 14-Eicosatrienoyl Coenzyme A to Trans, Cis, Cis-2, 11, 14-Eicosatrienoic Acid",Fatty acid oxidation
EIC21114TRte,"Transport of Trans, Cis, Cis-2, 11, 14-Eicosatrienoic Acid","Transport, extracellular"
EX_eic21114tr_e,"Exchange of Trans, Cis, Cis-2, 11, 14-Eicosatrienoic Acid",Exchange/demand reaction
5EIPENCm,"Hydrolysis of 5, 8, 11, 14, 17-Eicosapentenoylcoa to 5, 8, 11, 14, 17-Eicosapentenoic Acid",Fatty acid oxidation
5EIPENCtm,"Transport of 5, 8, 11, 14, 17-Eicosapentenoic Acid, Mitochondrial","Transport, mitochondrial"
5EIPENCte,"Transport of 5, 8, 11, 14, 17-Eicosapentenoic Acid, Extracellular Space","Transport, extracellular"
EX_5eipenc_e,"Exchange of 5, 8, 11, 14, 17-Eicosapentenoic Acid",Exchange/demand reaction
T4HCINNMte,"Transport of Trans-4-Coumarate, Extracellular","Transport, extracellular"
AGRMte,Transport of Agmatinium into Extracellular Space,"Transport, extracellular"
ANDRSTNDNte,"Transport of Androst-4-Ene-3, 17-Dione, Extracellular","Transport, extracellular"
EANDRSTRNte,"Transport of 16Alpha-Hydroxydehydroepiandrosterone, Extracellular","Transport, extracellular"
AHANDROSTANte,"Transport of 3Alpha-Hydroxy-5Beta-Androstan-17-One, Extracellular","Transport, extracellular"
ANDRSTANDRte,"Transport of 5Alpha-Androstane-3, 17-Dione, Extracellular","Transport, extracellular"
CE2209te,"Transport of 5Alpha-Androstane-3Alpha, 17Beta-Diol, Extracellular","Transport, extracellular"
C05301te,"Transport of 2-Hydroxyestradiol-17Beta, Extracellular","Transport, extracellular"
C05299te,"Transport of 2-Methoxyestrone, Extracellular","Transport, extracellular"
C05302te,"Transport of 2-Methoxyestradiol-17Beta, Extracellular","Transport, extracellular"
CE5072te,"Transport of 21-Hydroxyallopregnanolone, Extracellular","Transport, extracellular"
11DOCRTSLte,"Transport of 11-Deoxycortisol, Extracellular","Transport, extracellular"
11DOCRTSTRNte,"Transport of 11-Deoxycorticosterone, Extracellular","Transport, extracellular"
PRGNLONEte,"Transport of Pregnenolone, Extracellular","Transport, extracellular"
CE2211te,"Transport of Allopregnanolone, Extracellular","Transport, extracellular"
17AHPRGSTRNte,"Transport of 17Alpha-Hydroxyprogesterone, Extracellular","Transport, extracellular"
17AHPRGNLONEte,"Transport of 17Alpha-Hydroxypregnenolone, Extracellular","Transport, extracellular"
C03681te,"Transport of 5Alpha-Pregnane-3, 20-Dione, Extracellular","Transport, extracellular"
PRGNLONESte,"Transport of Pregnenolone Sulfate, Extracellular","Transport, extracellular"
CE1352te,"Transport of 17Alpha-Hydroxypregnenolone Sulfate, Extracellular","Transport, extracellular"
MMAt2e,Facilitated Diffusion via Aquaporin into Extracellular Space,"Transport, extracellular"
C05769te,Transport by Atb Binding Cassette Transporter ABCc2 into Extracellular Space,"Transport, extracellular"
SAMHISTAe,"S-Adenosyl-L-Methionine:Histamine N-Tele-Methyltransferase, Extracellular","Transport, extracellular"
CE2006te,Transport (ATP-Dependent) into Extracellular Space,"Transport, extracellular"
GLCRt1,Transport by Glut-5 Transporter into Extracellular Space,"Transport, extracellular"
2HYOXPLCte,"2-Hydroxyphenylacetate Proton Symport, Cytosol","Transport, extracellular"
N8ASPMDte,"N (8)-Acetylspermidinium Transport, Cytosol","Transport, extracellular"
MHISTAte,Facilitated Diffusion Through Uniport Oct1 into Extracellular Space,"Transport, extracellular"
CE4890te2,Facilitated Diffusion Through Uniport Oct2 into Extracellular Space,"Transport, extracellular"
C09642te,Facilitated Diffusion Through Uniport Oct2 into Extracellular Space,"Transport, extracellular"
2OBUTt,Transport by Monocarboxylate Transporter-2 into Extracellular Space,"Transport, extracellular"
PPP9ABCte,Transport by ABCg2 into Extracellular Space,"Transport, extracellular"
MLTHFte,Transport by Pcet into Extracellular Space,"Transport, extracellular"
TYMte2,"Tyraminium Proton Symport, Cytosol","Transport, extracellular"
TRYPTAte,"Tryptaminium Transport, Cytosol","Transport, extracellular"
CE4890te,Transport by Pmat Transporter into Extracellular Space,"Transport, extracellular"
SELMETHte,Transport in via Sodium Symport into Extracellular Space,"Transport, extracellular"
CE7090te,Transport (ATP-Dependent) into Extracellular Space,"Transport, extracellular"
CE7085te,Transport (ATP-Dependent) into Extracellular Space,"Transport, extracellular"
CE7096te,Transport (ATP-Dependent) into Extracellular Space,"Transport, extracellular"
CE4877te,Transport (ATP-Dependent) into Extracellular Space,"Transport, extracellular"
CE1447te,Transport (ATP-Dependent) into Extracellular Space,"Transport, extracellular"
C05769te3,Transport by OATP1B Carriers into Extracellular Space,"Transport, extracellular"
C05770te4,Transport by OATP1B Carriers into Extracellular Space,"Transport, extracellular"
C05770te,Transport by Atb Binding Cassette Transporter ABCc2 into Extracellular Space,"Transport, extracellular"
MLTHFte3,Transport by Folr into Extracellular Space,"Transport, extracellular"
CE2705t,Transport by Ent1/Ent2 into Extracellular Space,"Transport, extracellular"
SPHS1Pt2e,Export Mediated by ATP Binding Cassette (ABC) Transporters,"Transport, extracellular"
MMAte,Transport via Proton Antiport (Ammonium Transporter Rh Type C Or Type B) into Extracellular Space,"Transport, extracellular"
PTRCARGte,Putrescine Export via Putrescine/Arginine Exchanger,"Transport, extracellular"
MLTHFte2,Transport by Rfc into Extracellular Space,"Transport, extracellular"
TYMte,"Tyraminium Transport, Cytosol","Transport, extracellular"
13DAMPPte,Facilitated Diffusion Through Uniport Octs Transporters into Extracellular Space,"Transport, extracellular"
HDD2CRNte2,Uptake via Octn2 Transporter into Extracellular Space,"Transport, extracellular"
MLTHFte1,Transport by ABCa11 into Extracellular Space,"Transport, extracellular"
ARGN1ASPMDte,Transport by Y+Lat-2 into Extracellular Space,"Transport, extracellular"
CE1918te,Transport by Oat1/Oat3 into Extracellular Space,"Transport, extracellular"
34DHPHAte," (3, 4-Dihydroxyphenyl)Acetate (Dopac) Transport, Cytosol","Transport, extracellular"
34DHOXMANDte,"3, 4-Dihydroxymandelate Transport, Cytosol","Transport, extracellular"
CE6205te,"5-Methoxytryptophol Transport, Cytosol","Transport, extracellular"
1A25DHVITD3te,Transport As Vitamin D,"Transport, extracellular"
ISOBUTtm,Transport of Isobutyrylglycine into Cytosol,"Transport, mitochondrial"
ISOBUTte,Transport of Isobutyrylglycine into Extracellular Space,"Transport, extracellular"
EX_CE4969_e,Exchange of Isobutyrylglycine,Exchange/demand reaction
NACCYStm,Transport of N-Acetyl-L-Cysteine into Cytosol,"Transport, mitochondrial"
NACCYSte,Transport of N-Acetyl-L-Cysteine into Extracellular Space,"Transport, extracellular"
EX_CE1310_e,Exchange of N-Acetyl-L-Cysteine,Exchange/demand reaction
AGMt_m,Agmatine transport from cytosol to the mitochondria,"Transport, mitochondrial"
EX_agm_e,Agmatine exchange,Exchange/demand reaction
T4HCINNMtm,"Transport of Trans-4-Coumarate, Mitochondrial","Transport, mitochondrial"
EX_T4hcinnm_e,EX T4hcinnm LPAREN e RPAREN ,Exchange/demand reaction
4HBZtm,4 Hydroxybenzoate mitochondrial transport,"Transport, mitochondrial"
4HBZte,"Transport of 4-Hydroxybenzoate, Extracellular Space","Transport, extracellular"
SUCSALtm,"Transport of Succinic Semialdehyde, Mitochondrial","Transport, mitochondrial"
SUCSALte,"Transport of Succinic Semialdehyde, Extracellular Space","Transport, extracellular"
EX_sucsal_e,Exchange of Succinic Semialdehyde,Exchange/demand reaction
CE7081tr,"Transport of 15(R)-HEPE, Endoplasmatic Reticulum, Active Transport","Transport, endoplasmic reticular"
CE7081tm,"Transport of 15(R)-HEPE, Extracellular Space, Active Transport","Transport, extracellular"
EX_CE7081_e,Exchange of 15(R)-HEPE,Exchange/demand reaction
EGMEtr,"Transport of Succinic Semialdehyde, Mitochondrial","Transport, endoplasmic reticular"
EGMEte,"Transport of Succinic Semialdehyde, Extracellular Space","Transport, extracellular"
EX_egme_e,Exchange of Succinic Semialdehyde,Exchange/demand reaction
12HARACHDtr,"Transport of 12 Hydroxy Arachidonic Acid, Endoplasmatic Reticulum, Active Transport","Transport, endoplasmic reticular"
12HARACHDte,"Transport of 12 Hydroxy Arachidonic Acid, Extracellular Space, Active Transport","Transport, extracellular"
EX_12harachd_e,Exchange of 12 Hydroxy Arachidonic Acid,Exchange/demand reaction
18HARACHDtr,"Transport of 18 Hydroxy Arachidonic Acid, Endoplasmatic Reticulum, Active Transport","Transport, endoplasmic reticular"
18HARACHDte,"Transport of 18 Hydroxy Arachidonic Acid, Extracellular Space, Active Transport","Transport, extracellular"
EX_18harachd_e,Exchange of 18 Hydroxy Arachidonic Acid,Exchange/demand reaction
SQLter,Squalene endoplamic reticular transport,"Transport, endoplasmic reticular"
SQLte,"Transport of Squalene, Extracellular Space, within Chylomicron","Transport, extracellular"
EX_sql_e,Exchange of Squalene,Exchange/demand reaction
ORN_Dtx,"Transport of Ornithine, Peroxisomal","Transport, peroxisomal"
